PassengerId,Survived
892,0.09803437548189167
893,0.43327165892409286
894,0.45266793089487534
895,0.43808690510606174
896,0.21102117622211203
897,0.09609541046167591
898,0.4599059394323982
899,0.7542200024916692
900,0.7745942046195278
901,0.3217773869660089
902,0.2881839389756604
903,0.6365367330895513
904,0.5170784811211964
905,0.09110129889593643
906,0.8414571631592276
907,0.8834249705182716
908,0.626855985454431
909,0.22172286948294695
910,0.47564740843701203
911,0.5569875151332058
912,0.17271623811913867
913,0.4065336257529531
914,0.8697787347497794
915,0.3653549868524376
916,0.777452121877421
917,0.2179356373220325
918,0.6455578911595425
919,0.23311106793954806
920,0.6764723292432944
921,0.1655292870328975
922,0.18280337604870306
923,0.7320832453442994
924,0.6426873879592352
925,0.13998787144740094
926,0.35124857352987315
927,0.186560528865275
928,0.2110398174655092
929,0.19978084122659628
930,0.31432374790331036
931,0.49567537857566146
932,0.37303355129261084
933,0.6751597168801621
934,0.07662377070616758
935,0.8346783339218561
936,0.8786995100248325
937,0.17560577698908825
938,0.19631987137740908
939,0.4560339175922836
940,0.5817790010959366
941,0.6380380345086617
942,0.7651316203844553
943,0.20975543162327498
944,0.9224286700369166
945,0.7076363214828485
946,0.28981953698401897
947,0.11635285884249084
948,0.2898217626968018
949,0.08662237725118299
950,0.3762040546286919
951,0.9026515643896413
952,0.08218981278680161
953,0.7081618705955758
954,0.11625388309654087
955,0.7333830875807149
956,0.1530834939258196
957,0.828207849505018
958,0.7745716030824057
959,0.20076117563772
960,0.7230950850058242
961,0.3081622289207273
962,0.28808718532926725
963,0.31280719195611373
964,0.22753591713353563
965,0.21577150740380524
966,0.7113717285116897
967,0.5103513915187106
968,0.08774410574941222
969,0.40457560167492634
970,0.658469751129928
971,0.706740059485176
972,0.23668621603430853
973,0.14429781737818909
974,0.5785521606074642
975,0.0840086265061767
976,0.5761096739806536
977,0.36909781250425894
978,0.40647047663539837
979,0.20477051369720278
980,0.7431187599300773
981,0.270858257124428
982,0.1994474720069449
983,0.09514704138159683
984,0.6343922277813646
985,0.08774410574941222
986,0.34396709279326676
987,0.10725726607404859
988,0.6175482088967652
989,0.540681385739303
990,0.561643464019859
991,0.07701829263454285
992,0.9108899545590652
993,0.13291935157785162
994,0.24894775079638748
995,0.10392143555526066
996,0.2646876658480153
997,0.11685235578437783
998,0.462427834000364
999,0.1007052830601223
1000,0.09269861249233655
1001,0.4951638185785656
1002,0.2246622788153943
1003,0.7330829955072768
1004,0.5369728352057485
1005,0.6965678036887444
1006,0.8757623601403208
1007,0.11753913161818103
1008,0.0892592836301587
1009,0.44023511526744713
1010,0.5135360200504594
1011,0.8487256464664776
1012,0.3863116103997419
1013,0.09668901020360518
1014,0.6530795011071584
1015,0.5973368421439178
1016,0.24894775079638748
1017,0.7121914127276434
1018,0.10317870761149653
1019,0.44808954591546735
1020,0.6486340078830852
1021,0.08289136259937105
1022,0.09681062130227532
1023,0.2358587335808747
1024,0.1552766642355896
1025,0.35407373210540116
1026,0.0757116135797303
1027,0.08687007371079046
1028,0.6900688071130031
1029,0.21711631975963117
1030,0.1910524146559784
1031,0.13797173997965562
1032,0.1294733336251546
1033,0.8989219295070252
1034,0.5093609312251032
1035,0.1400928360067145
1036,0.35342043359149056
1037,0.10033169352544109
1038,0.2498354188362843
1039,0.3126426299168016
1040,0.4379771138672164
1041,0.26646796580533183
1042,0.7638993827326096
1043,0.5110249582668973
1044,0.054302360238714174
1045,0.2014129605233393
1046,0.058532380577158365
1047,0.06843721918386356
1048,0.8940107592082432
1049,0.22158770353760104
1050,0.35342043359149056
1051,0.6647552350363534
1052,0.2954594622316906
1053,0.5737844950313692
1054,0.3607149038870093
1055,0.08325917845751507
1056,0.6160232570365983
1057,0.6688636936519967
1058,0.8502180766792888
1059,0.08032457049911772
1060,0.6526659719861228
1061,0.201008357032816
1062,0.10344750724964913
1063,0.6855484555187832
1064,0.3428155546506785
1065,0.11151012885828482
1066,0.15790766173166676
1067,0.4913465573082245
1068,0.8303973508137057
1069,0.7955300249405952
1070,0.44245768137657976
1071,0.4743114381515908
1072,0.5445390043560021
1073,0.25678489513833974
1074,0.876435120613829
1075,0.5828929837924077
1076,0.9263947459285039
1077,0.21843700948821373
1078,0.6816622569213417
1079,0.07509169158331258
1080,0.04775929515061374
1081,0.1218715715210735
1082,0.5489026939471315
1083,0.21970937492018633
1084,0.412228475035671
1085,0.584082530289335
1086,0.811021021384954
1087,0.39516864935022855
1088,0.5196404444608183
1089,0.22368714428568082
1090,0.5100965573744481
1091,0.5327890263275408
1092,0.31828713649437623
1093,0.2041613354532656
1094,0.20707789870426824
1095,0.4288842001251037
1096,0.10776967453080095
1097,0.6387867652352017
1098,0.22000261943650645
1099,0.11426592965987704
1100,0.8863962792648881
1101,0.12192011861973641
1102,0.1240176257063827
1103,0.2984598667755494
1104,0.13766471435850508
1105,0.2654096573164448
1106,0.12591283580321583
1107,0.8048463142490827
1108,0.7413990108956721
1109,0.21113718007304874
1110,0.9613066355335518
1111,0.08774410574941222
1112,0.49708687543987146
1113,0.08332727598380785
1114,0.26258354866454786
1115,0.10260395188273673
1116,0.3890069885226909
1117,0.2995334378634965
1118,0.1018622294994023
1119,0.3084134571970801
1120,0.0714916398300573
1121,0.5237993664307572
1122,0.7303823197215014
1123,0.5868050288443453
1124,0.07957936306430699
1125,0.4736712010435508
1126,0.21119065819771043
1127,0.34301242007364563
1128,0.21795012129047625
1129,0.5779708987354683
1130,0.36325289839888764
1131,0.5685909485812433
1132,0.8692681040186729
1133,0.8581265703295942
1134,0.3382084078397437
1135,0.08400480820758248
1136,0.06865444682856053
1137,0.5301268638847151
1138,0.838855127960282
1139,0.6378482201208975
1140,0.673845189087372
1141,0.3347560598517969
1142,0.5259934332670103
1143,0.2984221539159161
1144,0.45322219951175535
1145,0.08394888912080772
1146,0.34879905772727327
1147,0.3529818142592329
1148,0.4466499871078277
1149,0.37885969154348453
1150,0.8089118957725568
1151,0.3629536581111435
1152,0.07453917072167114
1153,0.5039427118594345
1154,0.6926828984600664
1155,0.5265819073285782
1156,0.6292178177463209
1157,0.0840086265061767
1158,0.1341591564867718
1159,0.0720875069963888
1160,0.5169913092931684
1161,0.40043589098092053
1162,0.3139622111469794
1163,0.1007052830601223
1164,0.9259820891293633
1165,0.36415307962344523
1166,0.5098911019077692
1167,0.9144374053059465
1168,0.5272533091236583
1169,0.10816585054050792
1170,0.6526512105732535
1171,0.3985952229883841
1172,0.19795198805034242
1173,0.33750692720860087
1174,0.3084134571970801
1175,0.3013704488923564
1176,0.4671237597986778
1177,0.06526156441317067
1178,0.07531838867766114
1179,0.24094057598526863
1180,0.11151012885828482
1181,0.26121444421641066
1182,0.6133221525362667
1183,0.5071074592997911
1184,0.24993923974206622
1185,0.7070359866829932
1186,0.09038184810223618
1187,0.08536440979078846
1188,0.5851464335231708
1189,0.621430696036641
1190,0.31718994595287986
1191,0.4220808466124529
1192,0.32589845838365517
1193,0.16940445511903485
1194,0.08787948233220311
1195,0.5517410720148954
1196,0.3084134571970801
1197,0.8272738717970838
1198,0.7414015411111117
1199,0.5111903928242283
1200,0.21629931190232063
1201,0.6630895792311599
1202,0.39540614292963094
1203,0.6246822423489057
1204,0.3278278527248349
1205,0.20747694083329993
1206,0.49929331443954367
1207,0.7548775805125992
1208,0.6912847649379604
1209,0.18493667663570296
1210,0.47646509605312815
1211,0.7928239488862077
1212,0.10392143555526066
1213,0.1388592362027121
1214,0.47989621781534264
1215,0.6892549654812601
1216,0.6454627727625375
1217,0.38717075730228206
1218,0.43312508987879406
1219,0.8381068511837165
1220,0.5402914971420798
1221,0.6313802347629982
1222,0.8663470553079288
1223,0.26839503192849057
1224,0.14588930135415218
1225,0.3935867734655083
1226,0.369304339751025
1227,0.22880299020942646
1228,0.26031772858194335
1229,0.549031615025924
1230,0.13847629490096097
1231,0.14293622842093656
1232,0.7343168279604824
1233,0.3548496549525082
1234,0.05021374922255316
1235,0.5887762390041672
1236,0.08708265607895091
1237,0.7115855598149536
1238,0.47989621781534264
1239,0.5630502326759863
1240,0.6190838166997363
1241,0.45069440240459724
1242,0.5053602167009831
1243,0.20894953332337918
1244,0.1363204654170086
1245,0.15315601628049108
1246,0.37264703192162374
1247,0.1704548664425395
1248,0.9222759191356034
1249,0.3501897010746705
1250,0.4560339175922836
1251,0.5669549406899386
1252,0.032643813082504275
1253,0.5104021800260043
1254,0.8532033906181858
1255,0.14216646196245847
1256,0.6538106667254856
1257,0.06384850704668255
1258,0.6444949985484385
1259,0.6082575658604763
1260,0.9056877770409621
1261,0.7832337159699081
1262,0.44038517998627447
1263,0.7121105382578143
1264,0.11362463319718323
1265,0.11637415867686905
1266,0.8939878588544616
1267,0.9291770953804459
1268,0.4523335007359568
1269,0.20315488621940136
1270,0.1750431732625221
1271,0.10198981676119413
1272,0.4560339175922836
1273,0.48289669065485696
1274,0.23198447772445197
1275,0.5753920043495884
1276,0.20923086564826804
1277,0.4530700391920943
1278,0.5282415666462781
1279,0.43446167322364565
1280,0.09520619685399934
1281,0.09823130474289503
1282,0.41038392643175237
1283,0.40092808455673346
1284,0.12082548927781561
1285,0.6636298433440592
1286,0.18851888643192316
1287,0.5342313188391911
1288,0.406648555618916
1289,0.6493465022266981
1290,0.16170942544668548
1291,0.32907084917595547
1292,0.6393002484325372
1293,0.10440465283624492
1294,0.920547952568626
1295,0.24449325415317702
1296,0.646803356827736
1297,0.31533190512460985
1298,0.11243418925131926
1299,0.8368515161196786
1300,0.2762145608733367
1301,0.7389632837378144
1302,0.3084134571970801
1303,0.5765133984056385
1304,0.6165647449262407
1305,0.0789924055592082
1306,0.6048135770135301
1307,0.2631540654387281
1308,0.3027744353748367
1309,0.586889154985114
